country,freedom,gdp_per_capita,generosity,happiness_rank,happiness_score,healthy_life_expectancy,social_support,trust_government_corruption,year,continent,gdp_support
Malta,0.645,1.27,0.376,22,6.627,0.884,1.525,0.142,2018,Europe,1.93675
France,0.52,1.293,0.098,23,6.489,0.908,1.466,0.176,2018,Europe,1.895538
Mexico,0.479,1.038,0.069,24,6.488,0.761,1.252,0.095,2018,America,1.299576
Chile,0.431,1.131,0.197,25,6.476,0.808,1.331,0.061,2018,America,1.505361
Taiwan,0.418,1.365,0.151,26,6.441,0.857,1.436,0.078,2018,Asia,1.96014
Panama,0.597,1.112,0.125,27,6.43,0.759,1.438,0.063,2018,America,1.599056
Brazil,0.493,0.986,0.11,28,6.419,0.675,1.474,0.088,2018,America,1.4533639999999999
Argentina,0.57,1.073,0.062,29,6.388,0.744,1.468,0.054,2018,America,1.575164
Guatemala,0.604,0.781,0.179,30,6.382,0.608,1.268,0.071,2018,America,0.9903080000000001
Uruguay,0.625,1.093,0.13,31,6.379,0.771,1.459,0.155,2018,America,1.594687
Qatar,0.654,1.649,0.256,32,6.374,0.748,1.303,0.171,2018,Asia,2.148647
Saudi Arabia,0.509,1.379,0.098,33,6.371,0.633,1.331,0.127,2018,Asia,1.8354489999999999
Singapore,0.631,1.529,0.261,34,6.343,1.008,1.451,0.457,2018,Asia,2.218579
Malaysia,0.356,1.161,0.311,35,6.322,0.669,1.258,0.059,2018,Asia,1.4605380000000001
Spain,0.449,1.251,0.142,36,6.31,0.965,1.538,0.074,2018,Europe,1.924038
Colombia,0.531,0.96,0.099,37,6.26,0.635,1.439,0.039,2018,America,1.38144
Trinidad & Tobago,0.575,1.223,0.171,38,6.192,0.564,1.492,0.019,2018,America,1.8247160000000002
Slovakia,0.354,1.21,0.118,39,6.173,0.776,1.537,0.014,2018,Europe,1.85977
El Salvador,0.461,0.806,0.065,40,6.167,0.639,1.231,0.082,2018,America,0.9921860000000001
Nicaragua,0.527,0.668,0.208,41,6.141,0.7,1.319,0.128,2018,America,0.881092
Poland,0.546,1.176,0.108,42,6.123,0.781,1.448,0.064,2018,Europe,1.702848
Bahrain,0.594,1.338,0.243,43,6.105,0.698,1.366,0.123,2018,Asia,1.8277080000000003
Uzbekistan,0.724,0.719,0.328,44,6.096,0.605,1.584,0.259,2018,Asia,1.138896
Kuwait,0.554,1.474,0.167,45,6.083,0.675,1.301,0.106,2018,Asia,1.9176739999999999
Thailand,0.637,1.016,0.364,46,6.072,0.707,1.417,0.029,2018,Asia,1.439672
Italy,0.281,1.264,0.137,47,6.0,0.946,1.501,0.028,2018,Europe,1.8972639999999998
Ecuador,0.556,0.889,0.114,48,5.973,0.736,1.33,0.12,2018,America,1.1823700000000001
Belize,0.593,0.807,0.183,49,5.956,0.474,1.101,0.089,2018,America,0.888507
Lithuania,0.35,1.197,0.026,50,5.952,0.716,1.527,0.006,2018,Europe,1.827819
Slovenia,0.633,1.219,0.16,51,5.948,0.856,1.506,0.051,2018,Europe,1.835814
Romania,0.528,1.116,0.088,52,5.945,0.726,1.219,0.001,2018,Europe,1.3604040000000002
Latvia,0.363,1.148,0.092,53,5.933,0.671,1.454,0.066,2018,Europe,1.6691919999999998
Japan,0.553,1.294,0.079,54,5.915,0.988,1.462,0.15,2018,Asia,1.891828
Mauritius,0.584,1.09,0.245,55,5.891,0.684,1.387,0.05,2018,Africa,1.5118300000000002
Jamaica,0.575,0.819,0.096,56,5.89,0.693,1.493,0.031,2018,America,1.222767
South Korea,0.244,1.266,0.175,57,5.875,0.955,1.204,0.051,2018,Asia,1.524264
Northern Cyprus,0.495,1.229,0.179,58,5.835,0.909,1.211,0.154,2018,Europe,1.4883190000000002
Russia,0.399,1.151,0.065,59,5.81,0.599,1.479,0.025,2018,Europe,1.7023290000000002
Kazakhstan,0.454,1.143,0.148,60,5.79,0.631,1.516,0.121,2018,Asia,1.732788
Cyprus,0.423,1.229,0.202,61,5.762,0.909,1.191,0.035,2018,Europe,1.4637390000000001
Bolivia,0.606,0.751,0.141,62,5.752,0.508,1.223,0.054,2018,America,0.9184730000000001
Estonia,0.553,1.2,0.086,63,5.739,0.737,1.532,0.174,2018,Europe,1.8384
Paraguay,0.541,0.835,0.162,64,5.681,0.615,1.522,0.074,2018,America,1.27087
Peru,0.53,0.934,0.092,65,5.663,0.674,1.249,0.034,2018,America,1.1665660000000002
Kosovo,0.448,0.855,0.274,66,5.662,0.578,1.23,0.023,2018,Europe,1.05165
Moldova,0.232,0.657,0.171,67,5.64,0.62,1.301,0.0,2018,Europe,0.854757
Turkmenistan,0.417,1.016,0.199,68,5.636,0.517,1.533,0.037,2018,Asia,1.557528
Hungary,0.259,1.171,0.061,69,5.62,0.732,1.401,0.022,2018,Europe,1.640571
Libya,0.496,0.985,0.116,70,5.566,0.553,1.35,0.148,2018,Africa,1.32975
Philippines,0.643,0.775,0.12,71,5.524,0.513,1.312,0.105,2018,Asia,1.0168000000000001
Honduras,0.459,0.62,0.197,72,5.504,0.622,1.205,0.074,2018,America,0.7471
Belarus,0.307,1.039,0.101,73,5.483,0.7,1.498,0.154,2018,Europe,1.556422
Turkey,0.324,1.148,0.106,74,5.483,0.686,1.38,0.109,2018,Asia,1.5842399999999996
Pakistan,0.334,0.652,0.216,75,5.472,0.424,0.81,0.113,2018,Asia,0.52812
Hong Kong,0.524,1.405,0.246,76,5.43,1.03,1.29,0.291,2018,Asia,1.8124500000000001
Portugal,0.562,1.188,0.055,77,5.41,0.884,1.429,0.017,2018,Europe,1.697652
Serbia,0.288,0.975,0.134,78,5.398,0.685,1.369,0.043,2018,Europe,1.334775
Greece,0.131,1.154,0.0,79,5.358,0.879,1.202,0.044,2018,Europe,1.3871079999999998
Lebanon,0.503,0.965,0.214,80,5.358,0.785,1.179,0.136,2018,Asia,1.137735
Montenegro,0.259,1.017,0.111,81,5.347,0.729,1.279,0.081,2018,Europe,1.3007429999999998
Croatia,0.38,1.115,0.12,82,5.321,0.737,1.161,0.039,2018,Europe,1.294515
Dominican Republic,0.578,0.982,0.12,83,5.302,0.614,1.441,0.106,2018,America,1.415062
Algeria,0.077,0.979,0.055,84,5.295,0.687,1.154,0.135,2018,Africa,1.1297659999999998
Morocco,0.46,0.779,0.026,85,5.254,0.669,0.797,0.074,2018,Africa,0.620863
China,0.597,0.989,0.029,86,5.246,0.799,1.142,0.103,2018,Asia,1.129438
Azerbaijan,0.43,1.024,0.031,87,5.201,0.603,1.161,0.176,2018,Asia,1.1888640000000001
Tajikistan,0.292,0.474,0.187,88,5.199,0.598,1.166,0.034,2018,Other,0.552684
Macedonia,0.394,0.959,0.173,89,5.185,0.691,1.239,0.052,2018,Europe,1.188201
Jordan,0.468,0.822,0.13,90,5.161,0.645,1.265,0.134,2018,Asia,1.0398299999999998
Nigeria,0.462,0.689,0.201,91,5.155,0.048,1.172,0.032,2018,Africa,0.8075079999999999
Kyrgyzstan,0.54,0.53,0.281,92,5.131,0.594,1.416,0.035,2018,Asia,0.75048
Bosnia and Herzegovina,0.28,0.915,0.216,93,5.129,0.758,1.078,0.0,2018,Other,0.9863700000000001
Mongolia,0.395,0.914,0.253,94,5.125,0.575,1.517,0.032,2018,Other,1.386538
Vietnam,0.618,0.715,0.177,95,5.103,0.702,1.365,0.079,2018,Asia,0.9759749999999999
Indonesia,0.538,0.899,0.484,96,5.093,0.522,1.215,0.018,2018,Asia,1.0922850000000002
